id_transaksi,id_user,timestamp,tipe_mutasi,deskripsi_mutasi,catatan_mutasi,mcc,nominal,sisa_saldo,kategori_besar,kategori_detail,label_anomali,gt_kategori_besar,gt_kategori_detail
TRX-89655,USR-310,2026-02-05 20:49:00,Debit,WARUNG NASI CAMPUR,-,5812,26840.91,315080.49,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-87899,USR-434,2026-02-05 20:49:00,Debit,NASI KUNING BU NUNUNG,-,5812,29720.76,35962478.58,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-87535,USR-441,2026-02-05 20:49:00,Debit,MAXIM INDONESIA,-,4121,6208.48,7012513.21,Needs,Transportasi,0,Needs,Transportasi
TRX-88925,USR-445,2026-02-05 20:49:00,Debit,BAKSO LAPANGAN TEMBAK,-,5812,24866.66,28095362.53,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-89232,USR-207,2026-02-05 20:50:00,Debit,YOUTUBE PREMIUM,-,4899,59000.0,1827480.37,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-88011,USR-221,2026-02-05 20:50:00,Debit,J.CO DONUTS,-,5814,63105.43,821382.9,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-88919,USR-290,2026-02-05 20:50:00,Debit,MCDONALD'S,-,5814,28845.42,671133.62,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-87907,USR-323,2026-02-05 20:50:00,Debit,BOBA/MINUMAN KEKINIAN,-,5814,29258.2,2739545.32,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-89471,USR-404,2026-02-05 20:50:00,Debit,ES TEH KAMPUS,-,5814,2939.87,17112206.64,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-88282,USR-454,2026-02-05 20:50:00,Debit,YOUTUBE PREMIUM,-,4899,65438.0,6015544.6,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-87438,USR-496,2026-02-05 20:50:00,Debit,ES KELAPA/JAJANAN BUAH,-,5814,15163.96,13224625.64,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-87607,USR-023,2026-02-05 20:51:00,Debit,STARBUCKS,-,5814,94325.43,230191.12,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-87646,USR-205,2026-02-05 20:51:00,Debit,SOLARIA,-,5812,87763.66,2986886.13,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-90087,USR-271,2026-02-05 20:51:00,Debit,TRANSMART CARREFOUR,-,5411,117107.05,654259.47,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-88884,USR-419,2026-02-05 20:51:00,Debit,NASI KUNING BU NUNUNG,-,5812,11250.13,4532404.2,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-88604,USR-060,2026-02-05 20:52:00,Debit,TEH TARIK PINGGIR JALAN,-,5814,19141.25,273821.77,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-88688,USR-082,2026-02-05 20:52:00,Debit,PASAR TRADISIONAL,-,5411,102472.31,752399.11,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-89012,USR-234,2026-02-05 20:52:00,Debit,YOUTUBE PREMIUM,-,4899,59000.0,121316.17,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-88694,USR-315,2026-02-05 20:52:00,Debit,KOPI KENANGAN,-,5814,42008.25,2599979.96,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-87588,USR-034,2026-02-05 20:53:00,Debit,APPLE MUSIC,-,4899,59000.0,1160214.23,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-89533,USR-296,2026-02-05 20:53:00,Debit,CAFE AESTHETIC,-,5814,64848.6,3212172.14,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-89062,USR-350,2026-02-05 20:53:00,Debit,HOKBEN,-,5812,73885.27,3017369.97,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-88038,USR-418,2026-02-05 20:53:00,Debit,NASI PADANG SEDERHANA,-,5812,27751.76,25002218.45,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-88449,USR-468,2026-02-05 20:53:00,Debit,FIGMA PRO,-,5734,200000.0,27575603.25,Wants,Produktivitas & Digital,0,Needs,Produktivitas & Digital
TRX-89698,USR-483,2026-02-05 20:53:00,Debit,PRELOVED CAROUSELL,-,5651,50952.02,5880203.12,Wants,Belanja Online & Fashion,0,Wants,Belanja Online & Fashion
TRX-87474,USR-281,2026-02-05 20:54:00,Debit,SOLARIA,-,5812,68642.72,1699357.96,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-88856,USR-285,2026-02-05 20:54:00,Debit,BOBA/MINUMAN KEKINIAN,-,5814,28109.59,3365256.24,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-88748,USR-417,2026-02-05 20:54:00,Debit,FOTOKOPI & PRINT,-,5111,3385.91,27937279.68,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-89714,USR-206,2026-02-05 20:55:00,Debit,MIXUE INDONESIA,-,5814,21405.2,2597141.92,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-90097,USR-349,2026-02-05 20:55:00,Debit,KOPITIAM,-,5814,36357.08,340684.29,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-89592,USR-351,2026-02-05 20:55:00,Debit,FREE FIRE DM,-,7999,46696.53,426055.02,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-89011,USR-234,2026-02-05 20:56:00,Debit,SKINCARE ONLINE,-,5977,188271.69,180316.17,Needs,Kesehatan & Perawatan Diri,0,Wants,Belanja Online & Fashion
TRX-88546,USR-235,2026-02-05 20:56:00,Debit,TRANSMART CARREFOUR,-,5411,212379.71,3804265.25,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-87471,USR-281,2026-02-05 20:56:00,Debit,KOPI KENANGAN,-,5814,14516.68,1874965.51,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-88199,USR-358,2026-02-05 20:57:00,Debit,BIS ANTAR KOTA,-,4111,58684.49,4288896.7,Needs,Transportasi,0,Needs,Transportasi
TRX-89710,USR-420,2026-02-05 20:57:00,Debit,MOBILE LEGENDS DM,-,7999,47150.28,26978462.57,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-87531,USR-441,2026-02-05 20:57:00,Debit,NASI KUNING BU NUNUNG,-,5812,19227.64,7100623.99,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-89513,USR-237,2026-02-05 20:58:00,Debit,WATSONS/GUARDIAN,-,5977,44037.52,4596797.55,Needs,Groceries & Kebutuhan Pokok,0,Wants,Kesehatan & Perawatan Diri
TRX-89747,USR-367,2026-02-05 20:58:00,Debit,STEAM/VALORANT,-,7999,72507.91,319838.31,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-89426,USR-464,2026-02-05 20:58:00,Debit,ALFAMART,-,5411,20883.02,34987300.41,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-89332,USR-033,2026-02-05 20:59:00,Debit,E-TOLL FLAZZ,-,4784,26940.11,1322244.67,Needs,Transportasi,0,Needs,Transportasi
TRX-89905,USR-236,2026-02-05 20:59:00,Debit,MCDONALD'S,-,5814,82823.53,2147850.52,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-88638,USR-347,2026-02-05 20:59:00,Debit,KOPI KENANGAN,-,5814,39009.85,1540032.59,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-88542,USR-354,2026-02-05 20:59:00,Debit,MOBILE LEGENDS DM,-,7999,44233.39,1814505.45,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-88552,USR-383,2026-02-05 20:59:00,Debit,TIX.ID / KONSER,-,7832,219510.47,170142.5,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-87500,USR-498,2026-02-05 20:59:00,Debit,INDOMIE REBUS WARUNG,-,5814,11894.99,30774928.87,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-89138,USR-284,2026-02-05 21:00:00,Debit,PARKIR,-,4121,4536.12,3268015.48,Needs,Transportasi,0,Needs,Transportasi
TRX-89534,USR-296,2026-02-05 21:00:00,Debit,SOLARIA,-,5812,111382.61,3100789.54,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-87716,USR-392,2026-02-05 21:00:00,Debit,GALON & GAS,-,5499,49236.26,25580.39,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-89092,USR-286,2026-02-05 21:01:00,Debit,KFC INDONESIA,-,5814,29341.75,2675326.68,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-88865,USR-303,2026-02-05 21:01:00,Debit,CAFE AESTHETIC,-,5814,53820.15,1880749.89,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-88760,USR-393,2026-02-05 21:01:00,Debit,SPBU PERTAMINA,-,5541,99467.71,2751316.85,Needs,Transportasi,0,Needs,Transportasi
TRX-88996,USR-423,2026-02-05 21:01:00,Debit,XXI / CINEPLEX 21,-,7832,77795.69,7958032.43,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-88646,USR-159,2026-02-05 21:02:00,Debit,GORENGAN PINGGIR JALAN,-,5814,7453.37,2454744.98,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-88084,USR-193,2026-02-05 21:02:00,Debit,SHABURI SHABU-SHABU,-,5812,169984.99,1222257.62,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-89589,USR-351,2026-02-05 21:02:00,Debit,XXI / CINEPLEX 21,-,7832,74347.98,658557.59,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-88026,USR-154,2026-02-05 21:03:00,Debit,SPBU SHELL,-,5541,57092.49,92194.03,Needs,Transportasi,0,Needs,Transportasi
TRX-89502,USR-431,2026-02-05 21:03:00,Debit,MAXIM INDONESIA,-,4121,22011.06,16236564.35,Needs,Transportasi,0,Needs,Transportasi
TRX-88256,USR-438,2026-02-05 21:03:00,Debit,INDOMIE REBUS WARUNG,-,5814,13506.47,4648405.39,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-88264,USR-438,2026-02-05 21:03:00,Debit,ALFAMART,-,5411,33050.69,4505639.51,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-89104,USR-108,2026-02-05 21:04:00,Debit,RUMAH MAKAN PADANG,-,5812,41396.46,744198.3,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-87381,USR-362,2026-02-05 21:04:00,Debit,BENGKEL MOBIL,-,7538,38510.34,67327.88,Needs,Transportasi,0,Needs,Transportasi
TRX-89717,USR-035,2026-02-05 21:05:00,Debit,BOBA/MINUMAN KEKINIAN,-,5814,23503.86,1862296.64,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-88101,USR-067,2026-02-05 21:05:00,Debit,FOTOKOPI & PRINT,-,5111,6295.55,833753.88,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-89251,USR-257,2026-02-05 21:05:00,Debit,BENGKEL MOTOR,-,7538,81583.41,1590949.36,Needs,Transportasi,0,Needs,Transportasi
TRX-89782,USR-265,2026-02-05 21:05:00,Debit,YOUTUBE PREMIUM,-,4899,59000.0,405201.91,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-88869,USR-303,2026-02-05 21:05:00,Debit,SPOTIFY,-,4899,60600.0,1645338.02,Wants,Hiburan & Langganan,0,Needs,Hiburan & Langganan
TRX-88940,USR-377,2026-02-05 21:05:00,Debit,GENSHIN IMPACT,-,7999,204213.89,730143.93,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-88980,USR-482,2026-02-05 21:05:00,Debit,WARUNG SEMBAKO,-,5411,52575.67,5271784.86,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-90069,USR-500,2026-02-05 21:05:00,Debit,WARTEG,-,5812,18946.06,21334470.72,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-88432,USR-093,2026-02-05 21:06:00,Debit,UNIQLO INDONESIA,-,5651,613869.09,860024.86,Wants,Belanja Online & Fashion,0,Wants,Belanja Online & Fashion
TRX-88525,USR-355,2026-02-05 21:06:00,Debit,NETFLIX,-,4899,189182.0,3938498.54,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-89741,USR-367,2026-02-05 21:06:00,Debit,MIE GACOAN,-,5814,16182.93,560214.88,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-88994,USR-423,2026-02-05 21:06:00,Debit,BENGKEL MOTOR,-,7538,98314.59,8076267.04,Needs,Transportasi,0,Needs,Transportasi
TRX-88270,USR-472,2026-02-05 21:06:00,Debit,BAKSO GEROBAK,-,5814,13855.16,17008243.13,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-88224,USR-061,2026-02-05 21:07:00,Debit,SUSHI TEI,-,5812,422990.44,1231382.71,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-89066,USR-350,2026-02-05 21:07:00,Debit,MAXIM INDONESIA,-,4121,4861.55,2721850.43,Needs,Transportasi,0,Needs,Transportasi
TRX-89084,USR-398,2026-02-05 21:07:00,Debit,TRANSJAKARTA/BRT,-,4111,3746.12,726912.55,Needs,Transportasi,0,Needs,Transportasi
TRX-87644,USR-056,2026-02-05 21:08:00,Debit,YOUTUBE PREMIUM,-,4899,59000.0,23916.31,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-87753,USR-269,2026-02-05 21:08:00,Debit,YOSHINOYA,-,5812,41738.87,743776.77,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-88540,USR-354,2026-02-05 21:08:00,Debit,PASAR TRADISIONAL,-,5411,25752.14,1897602.77,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-89048,USR-233,2026-02-05 21:09:00,Debit,STEAM/VALORANT,-,7999,140363.0,127215.22,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-89761,USR-340,2026-02-05 21:09:00,Debit,SPOTIFY,-,4899,54900.0,2771769.89,Wants,Hiburan & Langganan,0,Needs,Hiburan & Langganan
TRX-88554,USR-383,2026-02-05 21:09:00,Debit,FREE FIRE DM,-,7999,48084.0,87058.5,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-88889,USR-419,2026-02-05 21:09:00,Debit,YOUTUBE PREMIUM,-,4899,59000.0,4419298.05,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-87466,USR-492,2026-02-05 21:09:00,Debit,INDOMIE REBUS WARUNG,-,5814,9605.5,41134081.72,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-88093,USR-018,2026-02-05 21:10:00,Debit,TRANSMART CARREFOUR,-,5411,78422.61,667518.48,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-89507,USR-338,2026-02-05 21:10:00,Debit,PT INDO PREMIER,-,6211,752075.55,4065761.15,Transfer,Investasi & Finansial,0,Transfer,Investasi & Finansial
TRX-90065,USR-500,2026-02-05 21:10:00,Debit,MIE AYAM ABANG,-,5814,30244.86,21424987.37,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-89896,USR-049,2026-02-05 21:11:00,Debit,ALFAMART,-,5411,19732.86,567193.81,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-87679,USR-080,2026-02-05 21:11:00,Debit,INDOMIE REBUS WARUNG,-,5814,8336.97,1084040.31,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-89934,USR-161,2026-02-05 21:11:00,Debit,INDOMARET,-,5411,36540.73,725663.71,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-89374,USR-289,2026-02-05 21:11:00,Debit,MCDONALD'S,-,5814,54735.08,859344.78,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-88997,USR-423,2026-02-05 21:11:00,Debit,SHOPEE,-,5311,133747.57,7824284.86,Wants,Belanja Online & Fashion,0,Wants,Belanja Online & Fashion
TRX-89891,USR-170,2026-02-05 21:12:00,Debit,PARKIR,-,4121,4242.55,10936.61,Needs,Transportasi,0,Needs,Transportasi
TRX-87750,USR-269,2026-02-05 21:12:00,Debit,KFC INDONESIA,-,5814,77564.42,890282.84,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-89019,USR-312,2026-02-05 21:12:00,Debit,GOJEK INDONESIA,-,4121,27259.11,87986.97,Needs,Transportasi,0,Needs,Transportasi
TRX-88305,USR-182,2026-02-05 21:13:00,Debit,RUMAH MAKAN PADANG,-,5812,29369.66,1423515.61,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-89015,USR-312,2026-02-05 21:13:00,Debit,MIXUE INDONESIA,-,5814,26661.47,268397.21,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-89887,USR-188,2026-02-05 21:14:00,Debit,BAKSO LAPANGAN TEMBAK,-,5812,35235.81,813329.14,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-88839,USR-299,2026-02-05 21:14:00,Debit,KOPI KENANGAN,-,5814,32449.65,3749727.24,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-87519,USR-335,2026-02-05 21:14:00,Debit,SUSHI TEI,-,5812,275169.09,2162942.27,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-88544,USR-354,2026-02-05 21:14:00,Debit,LINKAJA,-,6540,61757.63,1713315.32,Transfer,Transfer P2P,0,Transfer,Transfer P2P
TRX-88358,USR-366,2026-02-05 21:14:00,Debit,TRANSJAKARTA/BRT,-,4111,7907.97,3652140.07,Needs,Transportasi,0,Needs,Transportasi
TRX-88243,USR-429,2026-02-05 21:14:00,Debit,WARUNG SEMBAKO,-,5411,20140.76,7931652.89,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-88656,USR-151,2026-02-05 21:15:00,Debit,ES TEH KAMPUS,-,5814,5983.31,100393.71,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-88206,USR-219,2026-02-05 21:15:00,Debit,MIXUE INDONESIA,-,5814,29224.56,3263648.62,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-89788,USR-242,2026-02-05 21:15:00,Debit,INDOMARET,-,5411,53840.02,4082156.46,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-89140,USR-243,2026-02-05 21:15:00,Debit,PEPPER LUNCH,-,5812,143782.39,3434160.34,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-88583,USR-245,2026-02-05 21:15:00,Debit,FARMERS MARKET,-,5411,355109.22,3691126.37,Needs,Groceries & Kebutuhan Pokok,0,Wants,Groceries & Kebutuhan Pokok
TRX-88505,USR-311,2026-02-05 21:15:00,Debit,WARUNG NASI CAMPUR,-,5812,23238.4,3791070.09,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-87730,USR-342,2026-02-05 21:15:00,Debit,CUCI MOTOR/MOBIL,-,7542,21423.33,1691600.16,Needs,Transportasi,0,Needs,Transportasi
TRX-89558,USR-489,2026-02-05 21:15:00,Debit,SHOPEE,-,5311,52739.33,18405875.19,Wants,Belanja Online & Fashion,0,Wants,Belanja Online & Fashion
TRX-89101,USR-412,2026-02-05 21:16:00,Debit,APOTEK KIMIA FARMA,-,5912,75865.58,17537788.41,Needs,Kesehatan & Perawatan Diri,0,Needs,Kesehatan & Perawatan Diri
TRX-89283,USR-214,2026-02-05 21:17:00,Debit,SPBU VIVO,-,5541,69150.66,1729618.49,Needs,Transportasi,0,Needs,Transportasi
TRX-88479,USR-479,2026-02-05 21:17:00,Debit,BAKSO LAPANGAN TEMBAK,-,5812,31413.12,27565867.95,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-89412,USR-009,2026-02-05 21:18:00,Debit,INDOMARET,-,5411,62795.38,1118098.08,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-87572,USR-094,2026-02-05 21:18:00,Debit,VIDIO.COM,-,4899,35000.0,1777481.5,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-89614,USR-202,2026-02-05 21:18:00,Debit,STARBUCKS,-,5814,369059.7,1758870.09,Wants,F&B dan Nongkrong,1,Needs,F&B dan Nongkrong
TRX-88034,USR-228,2026-02-05 21:18:00,Debit,ERIGO STORE,-,5651,204369.01,1671158.25,Wants,Belanja Online & Fashion,0,Wants,Belanja Online & Fashion
TRX-88035,USR-228,2026-02-05 21:18:00,Debit,BIBIT REKSADANA,-,6211,157083.79,1514074.47,Transfer,Investasi & Finansial,0,Transfer,Investasi & Finansial
TRX-87820,USR-313,2026-02-05 21:18:00,Debit,KOPI KENANGAN,-,5814,18036.28,3827746.78,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-87387,USR-375,2026-02-05 21:18:00,Debit,MIXUE INDONESIA,-,5814,30123.93,3621230.32,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-88807,USR-408,2026-02-05 21:18:00,Debit,RUMAH MAKAN PADANG,-,5812,15874.76,7744924.84,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-87773,USR-466,2026-02-05 21:18:00,Debit,FREE FIRE DM,-,7999,23621.24,26125223.34,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-88361,USR-366,2026-02-05 21:19:00,Debit,FOTOKOPI & PRINT,-,5111,10307.87,3576817.82,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-90025,USR-373,2026-02-05 21:19:00,Debit,BENGKEL MOTOR,-,7538,80244.37,50349.85,Needs,Transportasi,0,Needs,Transportasi
TRX-89207,USR-422,2026-02-05 21:19:00,Debit,ES KELAPA/JAJANAN BUAH,-,5814,14625.28,14333239.94,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-88245,USR-429,2026-02-05 21:19:00,Debit,SPOTIFY,-,4899,54900.0,7836817.39,Wants,Hiburan & Langganan,0,Needs,Hiburan & Langganan
TRX-87629,USR-132,2026-02-05 21:20:00,Debit,TRANSMART CARREFOUR,-,5411,203740.9,314211.2,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-87618,USR-183,2026-02-05 21:20:00,Debit,SHOPEEFOOD ORDER,-,5814,30757.25,283359.88,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-89520,USR-208,2026-02-05 21:20:00,Debit,SHOPEEPAY,-,6540,112720.85,2757861.94,Transfer,Transfer P2P,0,Transfer,Transfer P2P
TRX-87754,USR-269,2026-02-05 21:20:00,Debit,GRAB INDONESIA,-,4121,23311.28,720465.49,Needs,Transportasi,0,Needs,Transportasi
TRX-87758,USR-269,2026-02-05 21:20:00,Debit,FARMERS MARKET,-,5411,532871.7,27062.11,Needs,Groceries & Kebutuhan Pokok,0,Wants,Groceries & Kebutuhan Pokok
TRX-88524,USR-355,2026-02-05 21:20:00,Debit,FOTOKOPI & PRINT,-,5111,7411.07,4127680.54,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-87769,USR-466,2026-02-05 21:20:00,Debit,ALFAMART,-,5411,32347.54,26352234.4,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-87590,USR-078,2026-02-05 21:21:00,Debit,PEPPER LUNCH,-,5812,101767.31,155669.52,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-87407,USR-125,2026-02-05 21:21:00,Debit,TIX.ID / KONSER,-,7832,121104.18,423437.16,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-89256,USR-449,2026-02-05 21:21:00,Debit,SPBU PERTAMINA,-,5541,87372.59,26180981.87,Needs,Transportasi,0,Needs,Transportasi
TRX-88678,USR-450,2026-02-05 21:21:00,Debit,MOBILE LEGENDS DM,-,7999,22356.53,40165697.26,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-89418,USR-464,2026-02-05 21:21:00,Debit,GORENGAN PINGGIR JALAN,-,5814,6890.89,35582817.93,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-89025,USR-165,2026-02-05 21:22:00,Debit,INDOMARET,-,5411,67606.59,456723.2,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-88567,USR-197,2026-02-05 21:22:00,Debit,MIE AYAM ABANG,-,5814,24852.83,721163.3,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-88007,USR-221,2026-02-05 21:22:00,Debit,GYU-KAKU AYCE,-,5812,335960.8,1143804.2,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-88189,USR-463,2026-02-05 21:22:00,Debit,MOBILE LEGENDS DM,-,7999,64305.58,11927909.59,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-88975,USR-482,2026-02-05 21:22:00,Debit,RUMAH MAKAN PADANG,-,5812,20858.11,5462628.92,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-88469,USR-075,2026-02-05 21:23:00,Debit,FORE COFFEE,-,5814,28775.29,513581.24,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-87678,USR-080,2026-02-05 21:23:00,Debit,SHOPEEFOOD ORDER,-,5814,50698.0,1092377.29,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-88570,USR-140,2026-02-05 21:23:00,Debit,ES KELAPA/JAJANAN BUAH,-,5814,19186.75,709012.51,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-87963,USR-424,2026-02-05 21:23:00,Debit,BIS ANTAR KOTA,-,4111,39683.73,34858442.91,Needs,Transportasi,0,Needs,Transportasi
TRX-87539,USR-441,2026-02-05 21:23:00,Debit,MICROSOFT 365,-,5734,84645.0,6811842.73,Wants,Produktivitas & Digital,0,Needs,Produktivitas & Digital
TRX-89492,USR-280,2026-02-05 21:24:00,Debit,LOTTEMART,-,5411,182099.71,4540603.56,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-87491,USR-462,2026-02-05 21:24:00,Debit,WARUNG NASI CAMPUR,-,5812,26898.64,13002028.93,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
